id,text,expected,predicted,expected_ambiguous,predicted_ambiguous,exact_match,valid_schema,confidence,reason
14,明るくしてドラムも入れて,"{""emotion"": ""happy"", ""energy"": ""keep"", ""drum"": ""on"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
15,悲しくて静かな感じにして,"{""emotion"": ""sad"", ""energy"": ""L"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
16,明るく盛り上げて,"{""emotion"": ""happy"", ""energy"": ""H"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
17,暗くて激しい感じにして,"{""emotion"": ""sad"", ""energy"": ""H"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
18,ドラムとベースを入れて,"{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""on"", ""bass"": ""on"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
19,ドラムを消してベースは残して,"{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""off"", ""bass"": ""on"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
20,リズムを強くして,"{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""on"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
21,夜っぽくして,"{""emotion"": ""sad"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""0.7"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
22,もっと前に出る感じにして,"{""emotion"": ""keep"", ""energy"": ""H"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""on"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
23,空間を広げて,"{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""0.8"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
24,軽くして,"{""emotion"": ""keep"", ""energy"": ""L"", ""drum"": ""off"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
25,サビっぽくして,"{""emotion"": ""keep"", ""energy"": ""H"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""inst2""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
26,少し寂しいけど盛り上がる感じにして,"{""emotion"": ""sad"", ""energy"": ""H"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
27,ドラムはいらないけどベースはほしい,"{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""off"", ""bass"": ""on"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
28,もっと楽しくしてリズムも足して,"{""emotion"": ""happy"", ""energy"": ""keep"", ""drum"": ""on"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
29,静かにして響きも抑えて,"{""emotion"": ""keep"", ""energy"": ""L"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""0.2"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
30,全部もっと派手にして,"{""emotion"": ""keep"", ""energy"": ""H"", ""drum"": ""on"", ""bass"": ""on"", ""lead"": ""on"", ""back"": ""on"", ""reverb"": ""keep"", ""inst"": ""inst2""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
31,もっと暗い雰囲気にして,"{""emotion"": ""sad"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
32,楽しい感じにして,"{""emotion"": ""happy"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
33,クライマックスっぽくして,"{""emotion"": ""keep"", ""energy"": ""H"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
34,主歌みたいに落ち着かせて,"{""emotion"": ""keep"", ""energy"": ""L"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
35,リードを入れて,"{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""on"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
36,リードを消して,"{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""off"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
37,バッキングを消して,"{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""off"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
38,ベースはいらない,"{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""off"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
39,ドラムだけ消して,"{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""off"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
40,もっと広がりのある音にして,"{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""0.8"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
41,近い感じの音にして,"{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""0.2"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
42,激しい感じの楽器に変えて,"{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""inst2""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
43,元の楽器に戻して,"{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""inst1""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
44,明るくしてベースも足して,"{""emotion"": ""happy"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""on"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
45,悲しい感じでドラムは消して,"{""emotion"": ""sad"", ""energy"": ""keep"", ""drum"": ""off"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
46,静かにしてリードを抜いて,"{""emotion"": ""keep"", ""energy"": ""L"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""off"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",false,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
47,もっと派手にしてドラムとリードを入れて,"{""emotion"": ""keep"", ""energy"": ""H"", ""drum"": ""on"", ""bass"": ""keep"", ""lead"": ""on"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""inst2""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
48,寂しいけどリズムは残して,"{""emotion"": ""sad"", ""energy"": ""keep"", ""drum"": ""on"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
49,少しだけ盛り上げて,"{""emotion"": ""keep"", ""energy"": ""H"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
50,落ち着いた夜の感じにして,"{""emotion"": ""sad"", ""energy"": ""L"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""0.7"", ""inst"": ""keep""}","{""emotion"": ""keep"", ""energy"": ""keep"", ""drum"": ""keep"", ""bass"": ""keep"", ""lead"": ""keep"", ""back"": ""keep"", ""reverb"": ""keep"", ""inst"": ""keep""}",true,true,false,true,0.0,OPENAI_API_KEY is not set. LLM parser was skipped.
